,age,title,sum,count
1679,20,Faster Pussycat! Kill! Kill! (1965),9,3
1687,20,Fear of a Black Hat (1993),9,3
1733,20,Free Willy 2: The Adventure Home (1995),9,4
1966,20,Kicked in the Head (1997),9,3
2043,20,Love & Human Remains (1993),9,4
2102,20,Meet John Doe (1941),9,2
2128,20,"Misérables, Les (1995)",9,3
2134,20,"Month by the Lake, A (1995)",9,3
2189,20,"Next Karate Kid, The (1994)",9,4
2199,20,Nightwatch (1997),9,3
2212,20,Nothing to Lose (1994),9,3
2217,20,Nénette et Boni (1996),9,2
2218,20,Of Love and Shadows (1994),9,3
2242,20,"Pagemaster, The (1994)",9,5
2269,20,Phantoms (1998),9,4
2352,20,Rent-a-Kid (1995),9,3
2382,20,Roseanna's Grave (For Roseanna) (1997),9,3
2405,20,Schizopolis (1996),9,3
2420,20,Senseless (1998),9,3
2549,20,Suture (1993),9,4
2670,20,Underground (1995),9,3
2672,20,Underworld (1997),9,3
2675,20,Unhook the Stars (1996),9,4
2705,20,Warriors of Virtue (1997),9,4
2726,20,White Man's Burden (1995),9,5
2734,20,Wild Things (1998),9,2
2751,20,"World of Apu, The (Apur Sansar) (1959)",9,3
1219,20,8 Heads in a Duffel Bag (1997),8,2
1308,20,"Awfully Big Adventure, An (1995)",8,4
1312,20,"Baby-Sitters Club, The (1995)",8,4
1324,20,"Band Wagon, The (1953)",8,2
1386,20,Blood Beach (1981),8,4
1388,20,Bloodsport 2 (1995),8,5
1390,20,"Blue Angel, The (Blaue Engel, Der) (1930)",8,2
1675,20,"Farewell to Arms, A (1932)",8,2
1692,20,Female Perversions (1996),8,3
1710,20,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",8,3
1719,20,For Whom the Bell Tolls (1943),8,2
1730,20,Foxfire (1996),8,3
1821,20,Harlem (1993),8,2
1885,20,I Love Trouble (1994),8,4
1888,20,I'm Not Rappaport (1996),8,3
1941,20,Jingle All the Way (1996),8,6
2031,20,"Locusts, The (1997)",8,3
2044,20,Love Affair (1994),8,3
2099,20,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",8,3
2288,20,"Pompatus of Love, The (1996)",8,3
2323,20,"Quiet Room, The (1996)",8,2
2577,20,Tetsuo II: Body Hammer (1992),8,3
2602,20,Three Wishes (1995),8,3
2605,20,"Tie That Binds, The (1995)",8,4
2622,20,Tom & Viv (1994),8,3
2650,20,Turbo: A Power Rangers Movie (1997),8,4
2655,20,Twin Town (1997),8,4
1220,20,8 Seconds (1994),7,2
1456,20,Captives (1994),7,3
1464,20,Carrington (1995),7,3
1512,20,"Colonel Chabert, Le (1994)",7,2
1538,20,Critical Care (1997),7,3
1559,20,Dangerous Ground (1997),7,4
1619,20,Dream With the Fishes (1997),7,3
1626,20,Dunston Checks In (1996),7,3
1664,20,Fair Game (1995),7,4
1742,20,Frisk (1995),7,2
1802,20,"Great Race, The (1965)",7,2
1812,20,Gumby: The Movie (1995),7,2
1860,20,"Horse Whisperer, The (1998)",7,3
1896,20,In the Army Now (1994),7,5
2020,20,Little Lord Fauntleroy (1936),7,2
2048,20,Love and Other Catastrophes (1996),7,3
2079,20,Man of the Year (1995),7,3
2215,20,Nowhere (1997),7,3
2244,20,Palmetto (1998),7,2
2285,20,Poetic Justice (1993),7,3
2308,20,"Promesse, La (1996)",7,2
2325,20,Race the Sun (1996),7,3
2343,20,"Red Firecracker, Green Firecracker (1994)",7,4
2378,20,Romper Stomper (1992),7,3
2414,20,"Secret Adventures of Tom Thumb, The (1993)",7,3
2470,20,Solo (1996),7,6
2628,20,Top Hat (1935),7,2
2643,20,True Crime (1995),7,3
2678,20,Unzipped (1995),7,2
2748,20,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",7,2
1318,20,Bad Girls (1994),6,3
1383,20,Bliss (1997),6,3
1442,20,Bushwhacked (1995),6,4
1473,20,Caught (1996),6,2
1485,20,Children of the Revolution (1996),6,2
1585,20,Denise Calls Up (1995),6,3
1590,20,Destiny Turns on the Radio (1995),6,2
1648,20,Even Cowgirls Get the Blues (1993),6,3
1667,20,Fall (1997),6,3
1716,20,For Ever Mozart (1996),6,3
1864,20,Hotel de Love (1996),6,2
1879,20,"Hunted, The (1995)",6,3
1880,20,Hurricane Streets (1998),6,2
1972,20,Killer (Bulletproof Heart) (1994),6,2
1981,20,Kissed (1996),6,2
2005,20,"Leading Man, The (1996)",6,2
2036,20,Losing Chase (1996),6,2
2066,20,"Magic Hour, The (1998)",6,2
2078,20,Man of the House (1995),6,4
2137,20,Moonlight and Valentino (1995),6,3
2146,20,Mr. Wonderful (1993),6,2
2186,20,New Jersey Drive (1995),6,2
2246,20,Panther (1995),6,3
2402,20,"Scarlet Letter, The (1926)",6,2
2446,20,Shooting Fish (1997),6,2
2448,20,"Show, The (1995)",6,2
2524,20,"Story of Xinghua, The (1993)",6,2
2550,20,"Swan Princess, The (1994)",6,3
2553,20,Swept from the Sea (1997),6,3
2571,20,Telling Lies in America (1997),6,2
2585,20,Theodore Rex (1995),6,4
2656,20,Twisted (1996),6,2
2664,20,U.S. Marshalls (1998),6,2
2700,20,"Walking Dead, The (1995)",6,3
2733,20,Wild Reeds (1994),6,2
1305,20,Audrey Rose (1977),5,3
1365,20,Bhaji on the Beach (1993),5,2
1401,20,"Bonheur, Le (1965)",5,3
1437,20,Buddy (1997),5,2
1449,20,Calendar Girl (1993),5,2
1476,20,Celtic Pride (1996),5,4
1514,20,Commandments (1997),5,2
1564,20,"Davy Crockett, King of the Wild Frontier (1955)",5,3
1718,20,For Richer or Poorer (1997),5,2
1828,20,Hear My Song (1991),5,2
1835,20,Heavy (1995),5,2
1882,20,I Can't Sleep (J'ai pas sommeil) (1994),5,2
1903,20,In the Realm of the Senses (Ai no corrida) (1976),5,3
1919,20,It Takes Two (1995),5,2
1924,20,Jack and Sarah (1995),5,3
1936,20,Jefferson in Paris (1995),5,3
1938,20,"Jerky Boys, The (1994)",5,2
1964,20,Kazaam (1996),5,4
1989,20,Larger Than Life (1996),5,3
2052,20,"Low Down Dirty Shame, A (1994)",5,2
2098,20,Maya Lin: A Strong Clear Vision (1994),5,1
2115,20,Midnight Dancers (Sibak) (1994),5,2
2192,20,Nico Icon (1995),5,1
2201,20,Nina Takes a Lover (1994),5,2
2205,20,No Escape (1994),5,2
2228,20,Once Upon a Time... When We Were Colored (1995),5,3
2256,20,Pather Panchali (1955),5,1
2263,20,"Perfect Candidate, A (1996)",5,1
2289,20,Ponette (1996),5,3
2315,20,Purple Noon (1960),5,2
2317,20,"Pyromaniac's Love Story, A (1995)",5,3
2359,20,Rhyme & Reason (1997),5,3
2373,20,Robocop 3 (1993),5,4
2400,20,Santa with Muscles (1996),5,1
2403,20,"Scarlet Letter, The (1995)",5,2
2413,20,"Second Jungle Book: Mowgli & Baloo, The (1997)",5,3
2460,20,Sliding Doors (1998),5,2
2475,20,Someone Else's America (1995),5,1
2497,20,Squeeze (1996),5,3
2502,20,Star Kid (1997),5,1
2527,20,"Stranger, The (1994)",5,2
2662,20,Two or Three Things I Know About Her (1966),5,2
2666,20,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",5,1
2709,20,"Wedding Gift, The (1994)",5,1
2725,20,"White Balloon, The (1995)",5,2
2740,20,"Winter Guest, The (1997)",5,1
2750,20,"Wooden Man's Bride, The (Wu Kui) (1994)",5,2
1227,20,Across the Sea of Time (1995),4,2
1274,20,An Unforgettable Summer (1994),4,2
1282,20,Anna (1996),4,1
1288,20,Aparajito (1956),4,2
1317,20,Bad Company (1995),4,3
1339,20,Beat the Devil (1954),4,1
1362,20,"Bewegte Mann, Der (1994)",4,1
1372,20,"Big Squeeze, The (1996)",4,2
1412,20,Boys Life (1995),4,2
1472,20,Catwalk (1995),4,3
1474,20,Celestial Clockwork (1994),4,1
1497,20,City of Industry (1997),4,3
1551,20,"Cure, The (1995)",4,2
1586,20,Desert Winds (1995),4,1
1639,20,"Endless Summer 2, The (1994)",4,2
1673,20,Far From Home: The Adventures of Yellow Dog (1995),4,2
1696,20,"Fille seule, La (A Single Girl) (1995)",4,1
1705,20,Flesh and Bone (1993),4,1
1731,20,Frankie Starlight (1995),4,2
1751,20,Gabbeh (1996),4,2
1757,20,"Gate of Heavenly Peace, The (1995)",4,1
1776,20,"Glass Shield, The (1994)",4,2
1785,20,Gone Fishin' (1997),4,2
1826,20,He Walked by Night (1948),4,1
1827,20,Head Above Water (1996),4,2
1829,20,Hearts and Minds (1996),4,1
1884,20,I Like It Like That (1994),4,2
1910,20,"Innocent Sleep, The (1995)",4,2
1946,20,"Journey of August King, The (1995)",4,3
1955,20,Jupiter's Wife (1994),4,1
1963,20,Kaspar Hauser (1993),4,1
1971,20,Kika (1993),4,2
1988,20,Land Before Time III: The Time of the Great Giving (1995) (V),4,3
1999,20,Late Bloomers (1996),4,2
2004,20,"Lay of the Land, The (1997)",4,2
2105,20,Men With Guns (1997),4,1
2109,20,Metisse (Café au Lait) (1993),4,2
2131,20,Mondo (1996),4,2
2159,20,"Murder, My Sweet (1944)",4,1
2178,20,National Lampoon's Senior Trip (1995),4,2
2181,20,Nelly & Monsieur Arnaud (1995),4,1
2184,20,"NeverEnding Story III, The (1994)",4,3
2188,20,"Newton Boys, The (1998)",4,1
2207,20,North (1994),4,2
2278,20,Pie in the Sky (1995),4,2
2297,20,"Price Above Rubies, A (1998)",4,1
2341,20,Reckless (1995),4,2
2385,20,Rough Magic (1995),4,1
2395,20,Safe Passage (1994),4,1
2398,20,Salut cousin! (1996),4,2
2442,20,Shiloh (1997),4,3
2445,20,"Shooter, The (1995)",4,2
2452,20,"Simple Wish, A (1997)",4,2
2495,20,Sprung (1997),4,2
2517,20,"Steal Big, Steal Little (1995)",4,2
2523,20,Stonewall (1995),4,1
2618,20,"To Have, or Not (1995)",4,2
2671,20,"Underneath, The (1995)",4,2
1221,20,A Chef in Love (1996),3,1
1254,20,All Over Me (1997),3,1
1267,20,Amityville 3-D (1983),3,3
1338,20,"Beans of Egypt, Maine, The (1994)",3,1
1350,20,Being Human (1993),3,2
1357,20,Best of the Best 3: No Turning Back (1995),3,3
1410,20,Boy's Life 2 (1997),3,2
1431,20,Broken English (1996),3,2
1461,20,Carpool (1996),3,2
1531,20,Cosi (1996),3,1
1553,20,Cyclo (1995),3,1
1587,20,"Designated Mourner, The (1997)",3,2
1688,20,"Fear, The (1995)",3,1
1720,20,For the Moment (1994),3,2
1851,20,Hollow Reed (1996),3,2
1913,20,Intimate Relations (1996),3,1
1943,20,Johnny 100 Pesos (1993),3,2
1945,20,Johns (1996),3,1
1947,20,"Joy Luck Club, The (1993)",3,1
2010,20,"Letter From Death Row, A (1998)",3,1
2021,20,Little Odessa (1994),3,2
2051,20,Lover's Knot (1996),3,2
2059,20,"Machine, The (1994)",3,2
2086,20,"Mark of Zorro, The (1940)",3,1
2144,20,Mr. Magoo (1997),3,2
2177,20,Naked in New York (1994),3,2
2190,20,"Next Step, The (1995)",3,1
2194,20,Night Flier (1997),3,1
2252,20,"Paris, France (1993)",3,2
2271,20,Phat Beach (1996),3,2
2303,20,Prisoner of the Mountains (Kavkazsky Plennik) (1996),3,1
2348,20,"Reluctant Debutante, The (1958)",3,1
2409,20,Scream of Stone (Schrei aus Stein) (1991),3,1
2456,20,"Sixth Man, The (1997)",3,1
2526,20,Stranger in the House (1997),3,2
2529,20,Street Fighter (1994),3,2
2552,20,Sweet Nothing (1995),3,1
2562,20,Tainted (1998),3,1
2569,20,Target (1995),3,1
2586,20,"Thieves (Voleurs, Les) (1996)",3,1
2600,20,Three Lives and Only One Death (1996),3,1
2641,20,Trial by Jury (1994),3,2
2708,20,Wedding Bell Blues (1996),3,1
2728,20,"Whole Wide World, The (1996)",3,1
2756,20,You So Crazy (1994),3,1
2761,20,Zeus and Roxanne (1997),3,1
1210,20,1-900 (1994),2,2
1266,20,Amityville 1992: It's About Time (1992),2,2
1271,20,Amityville: A New Generation (1993),2,2
1272,20,Amityville: Dollhouse (1996),2,2
1278,20,Angel Baby (1995),2,1
1309,20,Ayn Rand: A Sense of Life (1997),2,2
1319,20,Bad Moon (1996),2,1
1356,20,Best Men (1997),2,1
1413,20,Boys in Venice (1996),2,2
1434,20,"Brother's Kiss, A (1997)",2,1
1468,20,Castle Freak (1995),2,2
1532,20,Country Life (1994),2,1
1600,20,Dingo (1992),2,2
1622,20,Drunks (1995),2,1
1631,20,Ed (1996),2,2
1685,20,"Favor, The (1994)",2,1
1766,20,Getting Even with Dad (1994),2,2
1774,20,Gilligan's Island: The Movie (1998),2,1
1792,20,Gordy (1995),2,2
1881,20,Hush (1998),2,1
1909,20,Infinity (1996),2,2
2047,20,Love Serenade (1996),2,1
2057,20,MURDER and murder (1996),2,1
2104,20,Meet Wally Sparks (1997),2,2
2211,20,Nothing Personal (1995),2,1
2221,20,"Old Man and the Sea, The (1958)",2,1
2249,20,Paradise Road (1997),2,1
2260,20,Penny Serenade (1941),2,1
2334,20,Raw Deal (1948),2,1
2351,20,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",2,1
2365,20,Ripe (1996),2,1
2391,20,S.F.W. (1994),2,1
2401,20,"Savage Nights (Nuits fauves, Les) (1992)",2,1
2474,20,Somebody to Love (1994),2,2
2538,20,"Substance of Fire, The (1996)",2,1
2541,20,Sudden Manhattan (1996),2,1
2630,20,Touch (1997),2,1
2646,20,"Truman Show, The (1998)",2,1
2652,20,"Turning, The (1992)",2,1
2658,20,Two Bits (1995),2,2
2659,20,Two Deaths (1995),2,2
2660,20,Two Much (1996),2,2
1260,20,American Dream (1990),1,1
1262,20,American Strays (1996),1,1
1268,20,"Amityville Curse, The (1990)",1,1
1306,20,August (1996),1,1
1310,20,B*A*P*S (1997),1,1
1313,20,Babyfever (1994),1,1
1321,20,"Ballad of Narayama, The (Narayama Bushiko) (1958)",1,1
1336,20,Baton Rouge (1988),1,1
1363,20,Beyond Bedlam (1993),1,1
1375,20,Bird of Prey (1996),1,1
1387,20,Blood For Dracula (Andy Warhol's Dracula) (1974),1,1
1422,20,Bread and Chocolate (Pane e cioccolata) (1973),1,1
1444,20,Butterfly Kiss (1995),1,1
1458,20,Careful (1992),1,1
1460,20,Carmen Miranda: Bananas Is My Business (1994),1,1
1482,20,Chasers (1994),1,1
1500,20,Clean Slate (Coup de Torchon) (1981),1,1
1511,20,"Collectionneuse, La (1967)",1,1
1517,20,Condition Red (1995),1,1
1523,20,"Convent, The (Convento, O) (1995)",1,1
1544,20,Crows and Sparrows (1949),1,1
1546,20,"Crude Oasis, The (1995)",1,1
1556,20,Daens (1992),1,1
1566,20,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1,1
1577,20,"Death in the Garden (Mort en ce jardin, La) (1956)",1,1
1583,20,Delta of Venus (1994),1,1
1618,20,Dream Man (1995),1,1
1633,20,Ed's Next Move (1996),1,1
1640,20,"Enfer, L' (1994)",1,1
1652,20,Every Other Weekend (1990),1,1
1662,20,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1,1
1669,20,Falling in Love Again (1980),1,1
1690,20,Feast of July (1995),1,1
1721,20,"Forbidden Christ, The (Cristo proibito, Il) (1950)",1,1
1761,20,Germinal (1993),1,1
1787,20,Good Morning (1971),1,1
1806,20,Grosse Fatigue (1994),1,1
1811,20,Guilty as Sin (1993),1,1
1838,20,Hedd Wyn (1992),1,1
1852,20,Homage (1995),1,1
1862,20,Hostile Intentions (1994),1,1
1877,20,"Hungarian Fairy Tale, A (1987)",1,1
1889,20,"I, Worst of All (Yo, la peor de todas) (1990)",1,1
1915,20,"Invitation, The (Zaproszenie) (1986)",1,1
1922,20,JLG/JLG - autoportrait de décembre (1994),1,1
1975,20,Kim (1950),1,1
1987,20,Ladybird Ladybird (1994),1,1
1990,20,Lashou shentan (1992),1,1
1994,20,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",1,1
2009,20,"Leopard Son, The (1996)",1,1
2012,20,Liebelei (1933),1,1
2014,20,Life with Mikey (1993),1,1
2030,20,Loch Ness (1995),1,1
2042,20,Lotto Land (1995),1,1
2053,20,"Low Life, The (1994)",1,1
2075,20,"Man from Down Under, The (1943)",1,1
2119,20,"Mighty, The (1998)",1,1
2121,20,Mille bolle blu (1993),1,1
2169,20,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),1,1
2182,20,"Neon Bible, The (1995)",1,1
2185,20,"New Age, The (1994)",1,1
2187,20,New York Cop (1996),1,1
2210,20,Nosferatu a Venezia (1986),1,1
2219,20,Office Killer (1997),1,1
2220,20,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1,1
2234,20,Open Season (1996),1,1
2270,20,Pharaoh's Army (1995),1,1
2309,20,"Promise, The (Versprechen, Das) (1994)",1,1
2316,20,Pushing Hands (1992),1,1
2318,20,Quartier Mozart (1992),1,1
2346,20,Relative Fear (1994),1,1
2388,20,"Ruling Class, The (1972)",1,1
2390,20,"Run of the Country, The (1995)",1,1
2411,20,"Search for One-eye Jimmy, The (1996)",1,1
2427,20,"Sexual Life of the Belgians, The (1994)",1,1
2430,20,Shadow of Angels (Schatten der Engel) (1976),1,1
2433,20,Shadows (Cienie) (1988),1,1
2468,20,So Dear to My Heart (1949),1,1
2493,20,Spirits of the Dead (Tre passi nel delirio) (1968),1,1
2515,20,"Stars Fell on Henrietta, The (1995)",1,1
2520,20,Stefano Quantestorie (1993),1,1
2560,20,"Symphonie pastorale, La (1946)",1,1
2561,20,T-Men (1947),1,1
2566,20,Talking About Sex (1994),1,1
2572,20,Temptress Moon (Feng Yue) (1996),1,1
2576,20,Terror in a Texas Town (1958),1,1
2582,20,The Courtyard (1995),1,1
2583,20,The Deadly Cure (1996),1,1
2584,20,The Innocent (1994),1,1
2606,20,Tigrero: A Film That Was Never Made (1994),1,1
2615,20,To Cross the Rubicon (1991),1,1
2629,20,Total Eclipse (1995),1,1
2632,20,Tough and Deadly (1995),1,1
2633,20,Touki Bouki (Journey of the Hyena) (1973),1,1
2649,20,"Truth or Consequences, N.M. (1997)",1,1
2686,20,Venice/Venice (1992),1,1
2687,20,Vermont Is For Lovers (1992),1,1
2691,20,"Vie est belle, La (Life is Rosey) (1987)",1,1
2714,20,Wend Kuuni (God's Gift) (1982),1,1
2746,20,"Woman in Question, The (1950)",1,1
2754,20,Yankee Zulu (1994),1,1
946,10,Scream (1996),246,65
1034,10,Star Wars (1977),213,46
912,10,Return of the Jedi (1983),193,43
288,10,Contact (1997),181,49
1105,10,Titanic (1997),166,36
580,10,Independence Day (ID4) (1996),151,42
655,10,Liar Liar (1997),150,47
256,10,Chasing Amy (1997),149,35
1136,10,Twelve Monkeys (1995),141,36
926,10,"Rock, The (1996)",138,34
1121,10,Toy Story (1995),134,37
378,10,"Empire Strikes Back, The (1980)",130,28
881,10,Pulp Fiction (1994),129,32
409,10,Fargo (1996),126,32
69,10,Air Force One (1997),124,34
890,10,Raiders of the Lost Ark (1981),119,28
872,10,"Princess Bride, The (1987)",118,28
727,10,Men in Black (1997),117,30
745,10,Mission: Impossible (1996),117,34
941,10,"Saint, The (1997)",117,35
463,10,"Game, The (1997)",116,29
210,10,Braveheart (1995),114,26
602,10,Jerry Maguire (1996),110,28
126,10,Back to the Future (1985),109,27
457,10,"Fugitive, The (1993)",108,25
1192,10,Willy Wonka and the Chocolate Factory (1971),105,31
760,10,Mr. Holland's Opus (1995),103,27
1122,10,Trainspotting (1996),101,25
850,10,Phenomenon (1996),100,30
514,10,Happy Gilmore (1996),98,26
944,10,Schindler's List (1993),98,23
151,10,Beauty and the Beast (1991),97,26
73,10,Aladdin (1992),96,25
614,10,Jurassic Park (1993),96,25
638,10,L.A. Confidential (1997),96,22
1078,10,Terminator 2: Judgment Day (1991),96,23
583,10,Indiana Jones and the Last Crusade (1989),95,23
1101,10,"Time to Kill, A (1996)",95,26
1030,10,Star Trek: First Contact (1996),93,26
1138,10,Twister (1996),93,31
370,10,E.T. the Extra-Terrestrial (1982),92,25
422,10,"Fifth Element, The (1997)",90,23
752,10,Monty Python and the Holy Grail (1974),90,21
891,10,"Rainmaker, The (1997)",89,22
894,10,Ransom (1996),89,24
1153,10,"Usual Suspects, The (1995)",89,20
484,10,"Godfather, The (1972)",88,20
490,10,Good Will Hunting (1997),88,19
960,10,Seven (Se7en) (1995),88,22
106,10,Apollo 13 (1995),87,22
675,10,"Long Kiss Goodnight, The (1996)",87,25
123,10,Babe (1995),86,22
381,10,"English Patient, The (1996)",86,23
981,10,"Silence of the Lambs, The (1991)",86,21
399,10,Face/Off (1997),85,20
442,10,Forrest Gump (1994),85,21
598,10,Jaws (1975),85,22
971,10,"Shawshank Redemption, The (1994)",84,18
1015,10,Speed (1994),84,22
287,10,Conspiracy Theory (1997),82,23
81,10,Aliens (1986),81,20
383,10,Eraser (1996),79,26
999,10,Snow White and the Seven Dwarfs (1937),79,22
661,10,"Lion King, The (1994)",78,20
523,10,Heat (1995),77,19
631,10,Kingpin (1996),76,21
1079,10,"Terminator, The (1984)",76,21
1134,10,"Truth About Cats & Dogs, The (1996)",76,22
78,10,Alien (1979),74,18
177,10,"Birdcage, The (1996)",74,23
219,10,Broken Arrow (1996),74,22
562,10,I Know What You Did Last Summer (1997),74,23
938,10,Rumble in the Bronx (1995),74,21
1115,10,Tomorrow Never Dies (1997),74,22
112,10,Army of Darkness (1993),73,18
507,10,Groundhog Day (1993),73,21
1191,10,William Shakespeare's Romeo and Juliet (1996),73,19
880,10,Psycho (1960),72,17
1037,10,Starship Troopers (1997),72,21
1131,10,True Lies (1994),72,20
110,10,Apt Pupil (1998),71,17
143,10,Batman (1989),71,18
283,10,Con Air (1997),71,18
345,10,Die Hard (1988),71,17
295,10,Courage Under Fire (1996),70,19
342,10,"Devil's Own, The (1997)",70,22
314,10,Dances with Wolves (1990),69,18
341,10,"Devil's Advocate, The (1997)",69,18
437,10,Fly Away Home (1996),69,19
947,10,Scream 2 (1997),69,18
392,10,Evita (1996),68,23
652,10,Leaving Las Vegas (1995),68,17
783,10,Mystery Science Theater 3000: The Movie (1996),68,18
909,10,Reservoir Dogs (1992),68,16
594,10,Jackie Brown (1997),67,18
634,10,Kiss the Girls (1997),67,19
1081,10,That Thing You Do! (1996),67,18
302,10,"Crow, The (1994)",66,18
483,10,Glory (1989),66,15
1109,10,To Kill a Mockingbird (1962),66,16
152,10,Beavis and Butt-head Do America (1996),65,18
262,10,Cinderella (1950),65,18
456,10,From Dusk Till Dawn (1996),65,19
459,10,"Full Monty, The (1997)",65,19
119,10,Austin Powers: International Man of Mystery (1997),64,16
291,10,Cop Land (1997),64,18
475,10,Ghost (1990),64,18
1199,10,"Wizard of Oz, The (1939)",64,16
318,10,Dante's Peak (1997),62,23
327,10,Dead Man Walking (1995),62,17
455,10,"Frighteners, The (1996)",62,18
571,10,In & Out (1997),62,19
749,10,Money Talks (1997),61,20
811,10,"Nutty Professor, The (1996)",61,20
462,10,G.I. Jane (1997),60,19
766,10,Mrs. Doubtfire (1993),60,18
821,10,One Fine Day (1996),60,17
1024,10,Stand by Me (1986),60,16
190,10,"Blues Brothers, The (1980)",59,14
1008,10,"Sound of Music, The (1965)",59,15
56,10,"Abyss, The (1989)",58,15
798,10,"Nightmare Before Christmas, The (1993)",58,15
876,10,"Professional, The (1994)",58,17
956,10,Sense and Sensibility (1995),58,15
297,10,"Craft, The (1996)",57,17
347,10,Die Hard: With a Vengeance (1995),57,16
420,10,Field of Dreams (1989),57,15
715,10,Mary Poppins (1964),57,15
406,10,Fantasia (1940),56,16
470,10,Get Shorty (1995),56,15
559,10,"Hunchback of Notre Dame, The (1996)",56,16
857,10,Pinocchio (1940),56,15
961,10,Seven Years in Tibet (1997),56,16
469,10,George of the Jungle (1997),55,21
590,10,It's a Wonderful Life (1946),55,14
680,10,"Lost World: Jurassic Park, The (1997)",55,20
822,10,One Flew Over the Cuckoo's Nest (1975),55,13
893,10,Raising Arizona (1987),55,15
369,10,Dumbo (1941),54,15
713,10,Mars Attacks! (1996),54,19
1161,10,Volcano (1997),54,19
1162,10,Wag the Dog (1997),54,15
492,10,GoodFellas (1990),53,12
770,10,Multiplicity (1996),53,20
89,10,Amistad (1997),52,14
273,10,Clerks (1994),52,11
355,10,Donnie Brasco (1997),52,13
721,10,Matilda (1996),52,16
1116,10,Top Gun (1986),52,15
83,10,Amadeus (1984),51,12
241,10,Casablanca (1942),51,11
279,10,Clueless (1995),51,15
444,10,Four Rooms (1995),51,15
508,10,Grumpier Old Men (1995),51,17
568,10,"Ice Storm, The (1997)",51,13
991,10,Sling Blade (1996),51,12
178,10,"Birds, The (1963)",50,14
272,10,Clear and Present Danger (1994),50,15
584,10,Interview with the Vampire (1994),50,13
931,10,Romy and Michele's High School Reunion (1997),50,14
1113,10,Tombstone (1993),50,13
445,10,Four Weddings and a Funeral (1994),49,14
458,10,Full Metal Jacket (1987),49,12
477,10,"Ghost and the Darkness, The (1996)",49,14
595,10,Jackie Chan's First Strike (1996),49,15
679,10,Lost Highway (1997),49,16
842,10,"People vs. Larry Flynt, The (1996)",49,13
1144,10,Under Siege (1992),49,14
197,10,Boogie Nights (1997),48,13
234,10,Cape Fear (1991),48,13
428,10,"First Wives Club, The (1996)",48,16
576,10,In the Line of Fire (1993),48,13
976,10,"Shining, The (1980)",48,13
1000,10,So I Married an Axe Murderer (1993),48,14
1011,10,Spawn (1997),48,18
338,10,Desperado (1995),47,13
485,10,"Godfather: Part II, The (1974)",47,10
560,10,"Hunt for Red October, The (1990)",47,12
870,10,Primal Fear (1996),47,13
998,10,Sneakers (1992),47,12
1068,10,"Sword in the Stone, The (1963)",47,13
145,10,Batman Returns (1992),46,16
277,10,"Clockwork Orange, A (1971)",46,10
299,10,Crimson Tide (1995),46,12
776,10,My Best Friend's Wedding (1997),46,13
1075,10,Taxi Driver (1976),46,10
45,10,12 Angry Men (1957),45,10
77,10,Alice in Wonderland (1951),45,13
320,10,Dave (1993),45,13
394,10,Executive Decision (1996),45,14
425,10,"Firm, The (1993)",45,14
539,10,Home Alone (1990),45,14
722,10,Maverick (1994),45,13
791,10,"Net, The (1995)",45,14
935,10,Rosewood (1997),45,13
1175,10,Welcome to the Dollhouse (1995),45,11
105,10,Apocalypse Now (1979),44,10
362,10,Dragonheart (1996),44,14
841,10,"Peacemaker, The (1997)",44,13
868,10,Pretty Woman (1990),44,12
875,10,Private Parts (1997),44,13
1184,10,White Squall (1996),44,12
337,10,Demolition Man (1993),43,12
391,10,Evil Dead II (1987),43,10
645,10,"Last of the Mohicans, The (1992)",43,11
674,10,Lone Star (1996),43,11
768,10,Much Ado About Nothing (1993),43,10
851,10,Philadelphia (1993),43,11
920,10,"River Wild, The (1994)",43,12
949,10,Searching for Bobby Fischer (1993),43,11
989,10,Sleepless in Seattle (1993),43,12
1103,10,Tin Cup (1996),43,13
1132,10,True Romance (1993),43,11
115,10,As Good As It Gets (1997),42,9
222,10,Bulletproof (1996),42,13
346,10,Die Hard 2 (1990),42,11
513,10,Hamlet (1996),42,10
610,10,Jumanji (1995),42,13
1179,10,When Harry Met Sally... (1989),42,12
49,10,2001: A Space Odyssey (1968),41,10
202,10,Bound (1996),41,9
212,10,Breakdown (1997),41,10
228,10,"Cable Guy, The (1996)",41,15
242,10,Casino (1995),41,10
274,10,"Client, The (1994)",41,12
358,10,Down Periscope (1996),41,13
389,10,Event Horizon (1997),41,12
393,10,Excess Baggage (1997),41,16
413,10,Father of the Bride Part II (1995),41,12
497,10,Grease (1978),41,12
596,10,James and the Giant Peach (1996),41,14
787,10,Natural Born Killers (1994),41,12
975,10,Shine (1996),41,10
1033,10,Star Trek: The Wrath of Khan (1982),41,11
1182,10,While You Were Sleeping (1995),41,11
149,10,Beautiful Girls (1996),40,11
